case_id,case_run_id,case_campaign_id,case_execution_mode,case_tool,label_id,phase2_alert_uid,phase3_alert_uid,evidence_id,raw_line_number,label,event_role,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source,match_rank,candidate_count,is_primary_candidate,case_summary,analyst_expected_conclusion
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_d5b5e0a0d4fa0095394859878223446f,evidence_e59588a5ef564498952a945046210981,115,,case_window_context,2026-05-15T04:14:35.246000+00:00,2026-05-15T00:14:35.246-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,26,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_b471e380772ea83c9dbdfe8ff7cc5922,evidence_b2340ae7a095e0e0ff631f1893790779,116,,case_window_context,2026-05-15T04:15:35.267000+00:00,2026-05-15T00:15:35.267-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,27,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_23fac5cc155be36065ebd67ae5f8bc04,evidence_cb173c49cbd6de79ea1a2f5362d84a83,117,,case_window_context,2026-05-15T04:16:43.322000+00:00,2026-05-15T00:16:43.322-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,28,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_2599624a07a1ccc0a8564d342e20c9c4,evidence_ec57eb447860e1d8c4de644038fc81e5,118,,case_window_context,2026-05-15T04:17:47.297000+00:00,2026-05-15T00:17:47.297-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,29,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_af59056d053e748bd5eab8790936aedc,evidence_6b4bb39c3a4180b52deb0562f0ca377e,119,,case_window_context,2026-05-15T04:18:55.313000+00:00,2026-05-15T00:18:55.313-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,30,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_06f6981dc00c329728d0d26584cf6dc8,evidence_92e0b25c961959083efc68e1a98a8313,120,,case_window_context,2026-05-15T04:19:55.349000+00:00,2026-05-15T00:19:55.349-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,31,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_c5ef0cea5772ddcb18fe4ed69a65ef15,evidence_edcec349440147a8fe88d9b0dbb7078e,121,,case_window_context,2026-05-15T04:20:39.359000+00:00,2026-05-15T00:20:39.359-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,32,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_c4b28b87dba482fb99f6d50fd8a23a8c,evidence_3c9ee39596126a86ff2d262287c49249,122,,case_window_context,2026-05-15T04:21:37.372000+00:00,2026-05-15T00:21:37.372-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,33,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_ef6eeb53b37dee18618d45c8caff1314,evidence_13e9d172d2afe333da559d0b30658089,123,,case_window_context,2026-05-15T04:22:37.386000+00:00,2026-05-15T00:22:37.386-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,34,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_98a1a1a9a81af49cad7abed32c188b07,evidence_b7a10caa3e5f2ff7a5af5498a6fd5907,124,,case_window_context,2026-05-15T04:23:35.406000+00:00,2026-05-15T00:23:35.406-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,35,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_b33b5fc848caa889c60208a48d013eab,evidence_8ffdf1dc9ba5ce7216f9ec0c26ad305b,125,,case_window_context,2026-05-15T04:24:29.451000+00:00,2026-05-15T00:24:29.451-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,36,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_e0b3172d3397cbbf651202a5097831d7,evidence_3200a8972249c8d8afab499937c78a7a,126,,case_window_context,2026-05-15T04:25:35.434000+00:00,2026-05-15T00:25:35.434-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,37,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_0bfc927b223997dc951992fb02958ad9,evidence_f018141ed991adca6228a92ceb88414f,127,,case_window_context,2026-05-15T04:26:17.443000+00:00,2026-05-15T00:26:17.443-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,38,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_defc8a080ea91a416ad0e26fe2dd7fe8,evidence_600959e987aaa96c8baf676f9087c231,128,,case_window_context,2026-05-15T04:26:59.493000+00:00,2026-05-15T00:26:59.493-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,39,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_6fdc9b43038a1ae73cd5b9f769497e48,evidence_3158f2cc612e61a6bda8e9bcb8c0eedd,129,,case_window_context,2026-05-15T04:27:45.506000+00:00,2026-05-15T00:27:45.506-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,40,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_76d0d4fc598cb74cab3965b5e8b96b42,evidence_d58e5a88f993f8b77769711c552c69d4,130,,case_window_context,2026-05-15T04:28:31.519000+00:00,2026-05-15T00:28:31.519-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,41,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_480099bea9d0d9508dc5b95120b8b832,evidence_a5a9e1ff75c4a6110037c04350235186,131,,case_window_context,2026-05-15T04:29:22.184000+00:00,2026-05-15T00:29:22.184-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,42,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_0979ef4987e794424fe8752439075c85,evidence_bd49333c2448a34d039730b1f66ec9c2,132,,case_window_context,2026-05-15T04:30:07.545000+00:00,2026-05-15T00:30:07.545-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,43,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_a37585bddcd7ea022affbd0a3479ca7e,evidence_2209b1eb967e56eb00f4aff235cff275,133,,case_window_context,2026-05-15T04:31:11.531000+00:00,2026-05-15T00:31:11.531-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,44,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_de67d767d272892003f13fb2c23c62dc,evidence_942aea98096a085d4b20dd0d09ce15eb,134,,case_window_context,2026-05-15T04:32:03.577000+00:00,2026-05-15T00:32:03.577-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,45,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-002,C-LNX-01-CAL-R002,C-LNX-01,caldera,MITRE Caldera,,,alert_c3335b87e1744fe8b8da7ee4e2a8d973,evidence_9d5931b7a6ba227e8f1ab11cd7da704b,135,,case_window_context,2026-05-15T04:32:42.280000+00:00,2026-05-15T00:32:42.280-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,46,46,False,"Run-level investigation case for C-LNX-01-CAL-R002, containing 46 correlated labeled alerts across 1 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-003,C-LNX-01-CAL-R003,C-LNX-01,caldera,MITRE Caldera,,,alert_ef3a48fe8e1e2b974f77c954d33d52fb,evidence_afd64c716200be2bb7b396702b27b725,1,,case_window_context,2026-05-15T04:00:17.017000+00:00,2026-05-15T00:00:17.017-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,case_window_match,1,105,False,"Run-level investigation case for C-LNX-01-CAL-R003, containing 105 correlated labeled alerts across 2 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-003,C-LNX-01-CAL-R003,C-LNX-01,caldera,MITRE Caldera,,,alert_77427513d644307cced04c1c0565ed30,evidence_fc2ab379dd38aab4b2ad1cd1129d3003,2,,case_window_context,2026-05-15T04:00:21.067000+00:00,2026-05-15T00:00:21.067-0400,safesoc-lnx-01,80730,Auditd: SELinux permission check.,unknown,wazuh_rule_80730,unknown,low,,partial,case_window_match,2,105,False,"Run-level investigation case for C-LNX-01-CAL-R003, containing 105 correlated labeled alerts across 2 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
